pipeline,repeat,outer_fold,balanced_accuracy,auroc_macro,best_inner_score,best_params,n_features_selected,selected_features,y_true,y_pred,fold_seconds
en_nmc,14,4,0.753968,0.882784,0.864444,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr12_36739877_67332062,chr16_68838368_69397102,chr12_67337260_132389367,chr15_22163893_32511475,chr5_96637773_180644810,chr17_42161364_42873571,chr17_41011530_41494331,chr3_196908262_196937230,chr11_89400624_134432265","HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HER2+","Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+",419.6
en_nmc,14,5,0.714286,0.791209,0.8,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr17_41011530_41494331,chr15_32523241_32594902,chr5_96637773_180644810,chr15_18657388_18683110","HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+",418.0
en_nmc,15,1,0.849206,0.973443,0.808889,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr17_41011530_41494331,chr6_32766023_91964331,chr5_96637773_180644810,chr16_28087_14817706,chr12_67337260_132389367,chr17_77535412_78653545,chr15_22163893_32511475","Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HR+,Triple Neg,HR+",415.2
en_nmc,15,2,0.84127,0.935134,0.795556,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr15_18657388_18683110,chr12_36739877_67332062,chr17_41011530_41494331,chr5_69274433_96603723,chr12_67337260_132389367,chr11_89400624_134432265,chr6_92035339_170943103,chr22_37717564_49509094","Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+","HR+,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HER2+",407.1
en_nmc,15,3,0.694444,0.890873,0.8,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr12_36739877_67332062,chr17_41011530_41494331,chr1_193480150_193527058,chr12_67337260_132389367,chr1_17030134_22668805,chr6_32766023_91964331,chr23_3229_45135,chr16_68838368_69397102,chr1_199087690_199111062,chr5_69274433_96603723,chr19_56816785_56859204,chr1_149369522_149394958,chr22_37683612_37705310,chr3_196908262_196937230,chr6_32732764_32738443,chr15_22163893_32511475,chr11_55200744_55207305,chr17_42161364_42873571,chr16_45058242_54336421","Triple Neg,HR+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+","Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HR+",417.7
en_nmc,15,4,0.563492,0.673687,0.808889,"{""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848","HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+","HER2+,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg",421.6
en_nmc,15,5,0.857143,0.92674,0.848889,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr5_96637773_180644810,chr1_149369522_149394958,chr6_32766023_91964331,chr12_36739877_67332062,chr17_41011530_41494331,chr6_32732764_32738443,chr22_15433500_22665928,chr16_28087_14817706","HER2+,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","HER2+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg",436.7
en_nmc,16,1,0.746032,0.946886,0.826667,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr15_32523241_32594902,chr1_149369522_149394958,chr16_28087_14817706,chr12_36739877_67332062,chr22_37683612_37705310,chr17_42161364_42873571,chr6_32732764_32738443,chr23_3229_45135","HR+,HR+,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg","Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+",425.2
en_nmc,16,2,0.793651,0.870726,0.768889,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr12_67337260_132389367,chr12_36739877_67332062,chr6_32766023_91964331,chr1_199087690_199111062","HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+","HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+",406.2
en_nmc,16,3,0.708333,0.841022,0.851111,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr14_105602756_105630089,chr17_41011530_41494331,chr23_3229_45135,chr6_32732764_32738443,chr6_32766023_91964331,chr16_28087_14817706,chr17_41983407_42049540","HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+","Triple Neg,HER2+,HER2+,HR+,Triple Neg,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,HR+,HR+",409.9
en_nmc,16,4,0.65873,0.837912,0.826667,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr1_149369522_149394958,chr17_41011530_41494331,chr12_67337260_132389367,chr3_196908262_196937230,chr5_69274433_96603723,chr12_36739877_67332062,chr22_37683612_37705310,chr15_32523241_32594902,chr6_32766023_91964331,chr15_22163893_32511475,chr16_68838368_69397102,chr17_2361350_18868037,chr16_68710277_68751390,chr19_56816785_56859204,chr17_42161364_42873571,chr6_1535319_30010234,chr11_5777496_7757329,chr16_15039224_33875313,chr22_37717564_49509094,chr1_244693374_245014643,chr16_54390012_68679377,chr15_18657388_18683110,chr8_28208003_35676140,chr6_30021894_32519935,chr14_105602756_105630089,chr1_120313797_120737345,chr1_193480150_193527058,chr1_199087690_199111062,chr6_32732764_32738443,chr5_96637773_180644810,chr11_55124730_55194990,chr17_1703729_1713758,chr17_35444422_40926154,chr19_3363749_20383210,chr2_131945577_132196569,chr21_13334960_13435755,chr21_13461550_13635227,chr23_3229_45135,chr11_7762277_7797993,chr9_110086022_110108926,chr6_32634044_32728487,chr8_35694285_39333915,chr20_8747_12478772,chr23_354639_385792,chr23_96116_214107,chr16_45058242_54336421,chr14_105654998_105839439,chr23_1672003_1706462,chr8_63810_90816","HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg","HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg",417.7
en_nmc,16,5,0.611111,0.838523,0.88,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_67337260_132389367,chr17_41011530_41494331,chr12_36739877_67332062","Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+","HR+,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg",432.7
en_nmc,17,1,0.753968,0.89011,0.837778,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr12_36739877_67332062,chr11_89400624_134432265,chr16_68838368_69397102,chr17_41011530_41494331,chr15_22163893_32511475,chr15_739595_18454050,chr6_32766023_91964331,chr16_28087_14817706,chr15_18657388_18683110,chr1_149369522_149394958,chr5_96637773_180644810,chr16_68710277_68751390,chr22_15433500_22665928,chr22_37683612_37705310,chr19_56816785_56859204,chr3_586636_75535753,chr12_67337260_132389367,chr17_42161364_42873571,chr6_32732764_32738443","HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+","HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg",419.6
en_nmc,17,2,0.84127,0.89652,0.828889,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr17_41011530_41494331,chr16_68838368_69397102,chr12_36739877_67332062,chr5_69274433_96603723,chr12_67337260_132389367,chr15_32523241_32594902,chr6_1535319_30010234,chr15_22163893_32511475,chr6_32732764_32738443,chr16_28087_14817706,chr6_32766023_91964331,chr22_24263116_37678070,chr22_37717564_49509094,chr1_149369522_149394958,chr3_164112881_193467200,chr4_190887518_191165971,chr6_92035339_170943103,chr5_96637773_180644810,chr6_30021894_32519935","HR+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+","HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HER2+,HR+,HR+,HER2+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+",412.0
en_nmc,17,3,0.694444,0.802579,0.744444,"{""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr6_1535319_30010234,chr6_30021894_32519935,chr6_32586131_32600962,chr6_32605300_32629848","Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+","HR+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+",424.4
en_nmc,17,4,0.809524,0.956044,0.784444,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr16_68838368_69397102,chr6_32766023_91964331,chr12_36739877_67332062,chr12_67337260_132389367,chr17_42161364_42873571,chr22_15433500_22665928,chr15_32523241_32594902,chr23_3229_45135,chr17_41011530_41494331","HR+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+","HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg",428.2
en_nmc,17,5,0.809524,0.90812,0.788889,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr1_199087690_199111062,chr16_68710277_68751390,chr12_36739877_67332062,chr1_149369522_149394958,chr16_68838368_69397102,chr6_32732764_32738443,chr1_193480150_193527058,chr22_37683612_37705310,chr11_89400624_134432265","Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+",422.4
en_nmc,18,1,0.690476,0.847985,0.806667,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr22_37683612_37705310,chr16_68838368_69397102,chr12_67337260_132389367,chr1_149369522_149394958,chr23_3229_45135,chr5_69274433_96603723,chr1_193480150_193527058,chr6_32732764_32738443,chr17_41011530_41494331","HER2+,Triple Neg,HR+,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+","HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+",502.1
en_nmc,18,2,0.698413,0.880342,0.893333,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr12_36739877_67332062,chr17_41011530_41494331,chr5_96637773_180644810,chr11_89400624_134432265,chr16_68838368_69397102,chr15_22163893_32511475,chr15_18657388_18683110,chr16_68710277_68751390,chr17_42161364_42873571","HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+","HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+",487.0
en_nmc,18,3,0.819444,0.904762,0.724444,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr15_18657388_18683110,chr12_67337260_132389367,chr17_41011530_41494331,chr5_69274433_96603723,chr17_42161364_42873571,chr1_149369522_149394958,chr15_32523241_32594902,chr1_3149648_3157982,chr6_32766023_91964331,chr11_89400624_134432265,chr16_28087_14817706,chr16_15039224_33875313,chr6_30021894_32519935,chr19_20422576_20493401,chr17_2361350_18868037,chr14_105602756_105630089,chr3_196908262_196937230","Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+","Triple Neg,HR+,HR+,HER2+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+",506.0
en_nmc,18,4,0.809524,0.934066,0.788889,"{""selector__C"": 0.16681, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr12_36739877_67332062,chr16_68838368_69397102,chr6_32732764_32738443,chr17_41011530_41494331,chr3_196908262_196937230,chr6_92035339_170943103,chr16_28087_14817706,chr15_22163893_32511475,chr1_17030134_22668805","Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+","Triple Neg,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HR+,HER2+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg",495.6
en_nmc,18,5,0.547619,0.755189,0.764444,"{""selector__C"": 7.74264, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr1_149369522_149394958,chr17_41011530_41494331,chr18_4316_76110964,chr17_42161364_42873571,chr6_32766023_91964331,chr16_68710277_68751390,chr16_68838368_69397102,chr6_92035339_170943103,chr23_3229_45135","HER2+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HER2+,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+","HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HR+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HR+,HR+,HR+,Triple Neg,Triple Neg",507.7
en_nmc,19,1,0.698413,0.826313,0.804444,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 10}",10,"chr17_35076296_35282086,chr12_36739877_67332062,chr6_32766023_91964331,chr17_41011530_41494331,chr15_18657388_18683110,chr1_149369522_149394958,chr15_22163893_32511475,chr16_15039224_33875313,chr11_89400624_134432265,chr22_37717564_49509094","HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+","Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg",427.0
en_nmc,19,2,0.896825,0.973138,0.784444,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr22_37683612_37705310,chr6_32766023_91964331,chr16_68838368_69397102,chr17_41011530_41494331,chr12_36739877_67332062,chr1_149369522_149394958,chr23_3229_45135,chr16_14956177_14988855,chr18_4316_76110964,chr17_35286565_35427554,chr3_196908262_196937230,chr17_42161364_42873571,chr1_199087690_199111062,chr16_45058242_54336421,chr16_68710277_68751390,chr16_15039224_33875313,chr17_77442683_77503685,chr12_67337260_132389367,chr6_32732764_32738443","HER2+,HER2+,HR+,HER2+,HR+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg","HER2+,HER2+,HR+,HER2+,HR+,HR+,HER2+,HER2+,HR+,HR+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,Triple Neg",416.9
en_nmc,19,3,0.805556,0.891369,0.804444,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr17_42161364_42873571,chr1_193480150_193527058,chr17_41011530_41494331,chr16_68838368_69397102,chr22_37683612_37705310,chr16_28087_14817706,chr6_92035339_170943103,chr1_199087690_199111062,chr3_196908262_196937230,chr1_149369522_149394958,chr23_1672003_1706462,chr6_32732764_32738443,chr12_67337260_132389367,chr12_36739877_67332062,chr16_68710277_68751390,chr17_77442683_77503685,chr3_75546791_75799957,chr17_35286565_35427554,chr1_17030134_22668805","HR+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+,Triple Neg,HER2+","Triple Neg,Triple Neg,HR+,HR+,HR+,HR+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+",407.6
en_nmc,19,4,0.650794,0.875153,0.811111,"{""selector__C"": 27.8256, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr16_68838368_69397102,chr3_196908262_196937230,chr12_67337260_132389367,chr12_36739877_67332062,chr17_42161364_42873571,chr23_1672003_1706462,chr11_89400624_134432265,chr16_54390012_68679377,chr6_92035339_170943103,chr22_37683612_37705310,chr23_3229_45135,chr16_14956177_14988855,chr15_22163893_32511475,chr17_35444422_40926154,chr17_77442683_77503685,chr15_53166_592121,chr15_18657388_18683110,chr20_8747_12478772,chr16_69763173_88690571,chr2_132210961_132323628,chr16_68710277_68751390,chr5_69274433_96603723,chr15_739595_18454050,chr17_22315936_22324326,chr17_27364248_27450834,chr1_16551324_16997273,chr1_149369522_149394958,chr15_32523241_32594902,chr12_9528590_9585156,chr16_45058242_54336421,chr6_32732764_32738443,chr1_120313797_120737345,chr5_96637773_180644810,chr17_77535412_78653545,chr6_32766023_91964331,chr1_72489681_72620747,chr17_22399576_27351012,chr10_42150759_46371243,chr15_20307869_21982746,chr8_16373516_28182114,chr17_1859252_1859812,chr17_41527705_41706870,chr8_166452_6907624,chr15_22038880_22138119,chr14_105602756_105630089,chr17_1542118_1560766,chr16_28087_14817706,chr18_4316_76110964","HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+","HR+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+",422.7
en_nmc,19,5,0.714286,0.948718,0.775556,"{""selector__C"": 2.15443, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",20,"chr17_35076296_35282086,chr1_17030134_22668805,chr15_32523241_32594902,chr16_68838368_69397102,chr12_67337260_132389367,chr6_32732764_32738443,chr16_68710277_68751390,chr17_41011530_41494331,chr1_199087690_199111062,chr18_4316_76110964,chr6_1535319_30010234,chr23_3229_45135,chr17_42161364_42873571,chr14_105602756_105630089,chr16_28087_14817706,chr19_20422576_20493401,chr20_8747_12478772,chr1_3149648_3157982,chr19_56816785_56859204,chr7_143321677_143391065","HER2+,HER2+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+","HER2+,HER2+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HR+,HER2+",412.9
en_nmc,2,1,0.642857,0.865537,0.833333,"{""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 5}",5,"chr17_35076296_35282086,chr16_68838368_69397102,chr12_36739877_67332062,chr6_32766023_91964331,chr17_41011530_41494331","HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+","HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+,HR+,Triple Neg,Triple Neg,HR+",501.1
en_nmc,2,2,0.849206,0.974054,0.777778,"{""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr16_68838368_69397102,chr15_22163893_32511475,chr12_36739877_67332062,chr5_96637773_180644810,chr15_739595_18454050,chr16_28087_14817706,chr15_18657388_18683110,chr5_69274433_96603723,chr12_67337260_132389367,chr22_24263116_37678070,chr3_196908262_196937230,chr6_92035339_170943103,chr17_403833_446414,chr11_89400624_134432265,chr16_68710277_68751390,chr8_166452_6907624,chr22_22725750_24228038,chr2_131945577_132196569,chr6_1535319_30010234,chr17_77535412_78653545,chr22_37717564_49509094,chr15_32523241_32594902,chr6_30021894_32519935,chr4_190887518_191165971,chr22_37683612_37705310,chr1_149369522_149394958,chr23_3229_45135,chr6_32766023_91964331,chr6_32732764_32738443,chr7_141965869_141978333,chr8_63810_90816,chr8_16373516_28182114,chr20_29306447_40052114,chr22_15433500_22665928,chr6_5839_154410,chr6_32586131_32600962,chr6_204528_634345,chr5_49619946_68850823,chr6_32605300_32629848,chr5_32209048_45938397,chr5_21979223_32203336,chr5_916822_21966989,chr6_32634044_32728487,chr5_763494_878290,chr5_75149_745859,chr6_655129_1435871,chr6_1436117_1512043","HER2+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+","HER2+,HER2+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+",487.6
